user_id,business_id,stars 
Jennifer,IikkB8j2E-1QmujRsPh5wQ,3.0
Shradha,MpmFFw0GE_2iRFPdsRpJbA,4.0
Karen,RpSo3IF05gZJdZcvrVntJA,3.0
Stefany,OGFBCNUHJ-182MbnV6NTvQ,3.0
Jennifer,7GGJlp1aWfcXGQz6q7SkXQ,4.0
Lorrie,1VMRFPjkY27-moQq_qW7Kg,4.0
Charley,49a8mRB-MB-9JBEVjzK2BQ,5.0
Kelly,80klSQFFKguEL76Zo8m5YQ,3.0
Jennifer,UdEmYOnk2iJDY9lpEPAlJQ,4.0
Jennifer,gtcsOodbmk4E0TulYHnlHA,4.0
Dave,BM3mCDw1EPI5DnUFy15Cqg,4.0
Bruce,zIrEAH9P-WCwlfE4fBRJ6w,3.0
Jennifer,X1pn1wY3Axtg9cz6bP2NXA,3.0
Lisa,X8c23dur0ll2D9XTu-I8Qg,1.0
Nicole,PZROwIchGUV-lPEj1VEGmw,3.0
Christina,woXlprCuowrLJswWere3TQ,5.0
Matthew,dX9KSdyqBRNYbWzDT2PTkQ,5.0
Bill,iqDsX4ANZfKQpVSsmZsyqg,4.0
Anthony,x5CadK7LRMCOUQDa66Porg,3.0
Norm,LrxDRg8SQdgHMoz3TSAYFg,3.0
Karen,S4dLodWFIMjDxQKxuzHi3Q,3.0
Karen,txoQAX_qwsValfjHWhWp_A,5.0
PatrickJ,C9ImzBi5fn742ZcAYDww2A,5.0
Jennifer,6Iu4YDjAPrDRRrPCt_E2zA,4.0
Cynthia,yt1HMXF-dUfUEZQQtv16Ew,4.0
J,2Nrn5iCKKFbUPDpQXrnIsw,4.0
George,uW6UHfONAmm8QttPkbMewQ,4.0
Juan,o7WABjZct-u2gpBR8LXckQ,5.0
Pauline,wBJyTzjlDCjF9fM9o_izWQ,5.0
Karen,4c-O3t8I-JxfUGJDUwvj6Q,4.0
Sandy,jsuUmIEefPjV__ads62Z5w,2.0
Lorrie,K7lWdNUhCbcnEvI0NhGewg,3.0
Karen,JU2xoqAHpNp0Pl7-nSMh4w,5.0
Brad,uE1sIGWRJwpLPN858FRPRw,3.0
Jennifer,Ac7C2H4E363qVQEHpONLLw,5.0
Arnel,Zf79K5QvjpT26M9OMt55sw,3.0
Miika,1xieLFUt_lgTUuGRabiMpQ,5.0
Nick,4go65xzOKqlDA00sV5rjXg,4.0
Jennifer,PtgnA4sg9xBk_DfZ2qaOdA,4.0
Arnel,9JdhMYy-VhxoqbAyz3Dm6g,3.0
Emily,k8BqCejnaMlw7aoVthvqyw,4.0
Brad,7cK9uEV09iPmsTqOqmY3kQ,4.0
Owen,wnasanv4cj7tN6U00VfzOQ,2.0
Chris,nF25dferG_sEndO6wwOl-w,4.0
Fatty,K7lWdNUhCbcnEvI0NhGewg,4.0
Messer,YiRWQOav8cmE7_1qWCwJIw,5.0
Michael,VOh-vGJlUJnaAb3tgPreQg,2.0
Jocelyn,8KkyDoWrqOeZb--qUtNwjQ,3.0
Lisa,X8c23dur0ll2D9XTu-I8Qg,1.0
J,diY31IEunbV8MfDh81FS1A,4.0
Norm,odyYR1Bg2bqmp1kVlm8OYw,5.0
Stefany,UOYtynvFb8pJfdC6_m206g,3.0
Gabi,mDsVUsWPNqMX6GKpXE1lxQ,5.0
Stefany,kc5JPu8lkg64yUbrheJxng,4.0
Emily,a9DXKepcU3EnNNZ3G48QPQ,4.0
Andrew,n8vlQ1TbigbbRT6_9VwIRw,2.0
Matt,U-9uOCu4tG4idBAnMPmZTw,4.0
Jennifer,o597EK6uvR5RuPMZEwYCUg,5.0
Bruce,BZn1DH0s8hX6X_rYliqt1g,3.0
Brad,iUHz8jIWjkbx6pXsTUNIaw,4.0
Demitri,0QzCeORfF8EY34UODWRV9A,4.0
Shay,K7lWdNUhCbcnEvI0NhGewg,4.0
Jennifer,W4MGrorVjGwe-ioZF5ixjQ,4.0
Chad,Abm-1HRGPyevBtnC3Rpxag,3.0
Tyler,X8c23dur0ll2D9XTu-I8Qg,3.0
Fancypants,SzB85-8tmDEvoapZSDTBkQ,3.0
Bruce,gjGJrvoLiFvexOnTvmzC5A,4.0
Jennifer,o597EK6uvR5RuPMZEwYCUg,3.0
Gabi,SyZrGn035h1QgA9CY0eq2Q,3.0
Michael,aKEEQqL1UFMieilnylI1gw,3.0
Gabi,crPt12dF0zMQiZ_nUAQvLg,3.0
Gerald,2utGLjz9HlhK6QqPOAtGHg,4.0
Chris,_ZXvoNkHdjPTJ2uf-3nwQQ,3.0
Jennifer,BtLDbNfpwdwHSmyBJF2-RQ,5.0
Stefany,BLIJ-p5wYuAhw6Pp6mh6mw,3.0
Anthony,qFGkw4ZORMdl-JKA51GahA,4.0
Jennifer,G7bJ3ufbO-7o2eFIzxlCXQ,3.0
Norm,Px6jHbn82gk05QvazuXnJg,3.0
Cynthia,vLkKorA1gPS97Zj0_WKA0Q,2.0
Emily,QCbptr697vAb630rIq9gUQ,5.0
Jennifer,Cgd-CnFBImf38ypxOMfErA,4.0
Jennifer,0gXYLVPNWz0WT8wXQVpS0g,4.0
Mel,1SE9f6TEV5XhnTuuK01xwA,3.0
Owen,xdfGzrJ1mx3mBx6m14Ebhw,4.0
Jennifer,Kw_SL7I_XbxNjYJMEeTUCw,5.0
Laura,xC6gFlppuLaFUoNlZqniEA,3.0
Yuko,UPIYuRaZvknINOd1w8kqRQ,3.0
Dan,Cg4x4KSuhdZx9TvagHVpzw,3.0
Bill,RMekqD2-hGWHCjXYvp7CSg,4.0
Jennifer,5tQSJ2sed3Ln-1S1rbIFoQ,4.0
Michael,ZwNfUuh88cvjqiNtIxxHHg,3.0
Owen,stNrw07TeCOxOU1pnipVgA,5.0
Michael,i9D9xPBV0gR1Ja9kbY4NCw,5.0
Shannon,MpmFFw0GE_2iRFPdsRpJbA,4.0
Margret,Sovgwq-E-n6wLqNh3X_rXg,3.0
Gail,mx9_5FACxXzXuSkjs207dQ,1.0
Tammy,-kG0N8sBhBotMbu0KVSPaw,4.0
Emily,PJPO9AYkt__t4kSWdSWnfw,2.0
Stefany,pRmb8_tAP5y4YPt_viL07g,3.0
Juan,cZQW8JrdHxNXuj4EMx0mMw,4.0
Emily,06MlxbtB4ZYeg_ri02RIAQ,3.0
Chris,t0yg_AY4Ktay4l_zXv9Pww,3.0
Miika,g83WbX_recywc4DEIZ-xug,5.0
Denise,aGkrN4ETzJjojKQzJBiQNw,3.0
Karen,szAqhzF7-JehXMHiy74O_Q,4.0
Michelle,OGFBCNUHJ-182MbnV6NTvQ,4.0
Norm,kwMu1FUgxFGIAu8PJrRHnQ,4.0
Emily,vl2IZrNJEA8npSjqXbdwxw,4.0
Keven,ry-FLqYclt7okJbdYcmOhw,5.0
J,Xgk-d2x59qhPxOsuCKeShw,3.0
Bruce,T2tEMLpTeSMxLKpxwFdS3g,5.0
Eric,jKrlc4xQIvfzDZ8eNfqxwg,5.0
J,Pfi812k1E6TMnC1NRzH3Pg,4.0
Matthew,dX9KSdyqBRNYbWzDT2PTkQ,5.0
Albert,iCQpiavjjPzJ5_3gPD5Ebg,4.0
Cat,f2BFIjiKorIh9SARv8s_ug,3.0
Mel,WETHRoXB2IbixndSlOktJA,4.0
Michael,dWrezcuIAO-Ckx1W0gu5jg,5.0
Stefany,ZjBxTDmt78bLEN5-5SfPIA,4.0
Jboogie,pzBTsxScWslK5VpfK-qWjw,3.0
Danny,n8vlQ1TbigbbRT6_9VwIRw,1.0
Norm,js1mMgFD4DEC5tGzpp6APw,4.0
Norm,YkgjdTzM8pHIFXn3mE16wQ,3.0
Norm,3FlWR_osNPb8dcqLgHebHw,3.0
Nino,nrlDTd0_h3_RjUysU5fiwQ,3.0
Kevin,BLIJ-p5wYuAhw6Pp6mh6mw,3.0
Janice,jKrlc4xQIvfzDZ8eNfqxwg,5.0
Stefany,pmJqSsCfgbo3TxPWpQNLIw,5.0
Owen,ZXnIys5Icg35WhwBvXEILw,4.0
J,BxRTF1hmGAzMzkTDsEp2gw,4.0
Jason,YhBigRwAFdRPIQxWDjZOrQ,5.0
Alex,0gXYLVPNWz0WT8wXQVpS0g,5.0
Vincent,kbeB1hc_Xaduc8XYWP9Mzw,5.0
Stefany,2UrIdz-tp3q_7R5u6c5kTg,4.0
Jennifer,0gXYLVPNWz0WT8wXQVpS0g,4.0
Rick,vl2IZrNJEA8npSjqXbdwxw,3.0
Mel,7KkgMcbVaetryW1wwpzvvA,4.0
Jennifer,_226qjKuUXAAt1MVFIWanA,3.0
Vicky,n8vlQ1TbigbbRT6_9VwIRw,4.0
Brad,LEYZb8jiD36RQTElxy0YrQ,1.0
Cat,jd2jM22n-2DaIqlqVitUbw,2.0
Michael,MgSd4P3ATkiywbbraFygHg,4.0
Vic,7RTwUpuPFnIHPoTmWJpWhQ,4.0
Lorrie,ry-FLqYclt7okJbdYcmOhw,2.0
Brad,xR1gLCH5resvtq1eV1nebg,4.0
Brad,xR1gLCH5resvtq1eV1nebg,4.0
Brad,xR1gLCH5resvtq1eV1nebg,4.0
Sandy,DgnIqlqYXdeg0UtSRaKcLQ,4.0
Gabi,COOPOGXlIJHK_bIvMKeAPQ,4.0
Jennifer,5voAwkY0nmyDS-yluKc_qg,3.0
Thuong,MpmFFw0GE_2iRFPdsRpJbA,5.0
Fox,D78CuzHdrS3VjRJdWLGbLA,4.0
Athena,AKr2RWC566UcYNquPBmYvw,4.0
Chris,EmqaWuzTtjMiqLlBtUe6Xw,4.0
Derek,-kG0N8sBhBotMbu0KVSPaw,3.0
Juan,T6ihfy4SYiF4PvuE6Y0VPA,4.0
Owen,6mUidMn4-TEj3_-LD3lsSQ,5.0
Brad,_MWOVEYqlROEYpFNjqmf5Q,2.0
Stefany,6RUHkWwOiLWeXt3ragPg8g,3.0
Chris,egtrlwsnIWSqCXIWbnCuzw,1.0
Karen,59OgPGGzKFYqwSG_U06kuA,4.0
Betty,YEh-PiExa0E3p71Nn56umQ,4.0
Norm,nVHrMUiXqt3bMAia27gRhA,3.0
Jennifer,IZzJaZWvw-IUrOLkP09JRQ,2.0
Mel,K7lWdNUhCbcnEvI0NhGewg,3.0
J,7WjfywEVPymUMFz2eEz9Tg,3.0
Gabi,bUIvPsnRRbDc4kaHHVV-RQ,4.0
Nicole,5onric5Vkk9bkN0z7hmeFA,4.0
Jennifer,8rlTOw0IA1TENURMBJpaXw,4.0
Connie,klddGAcNIpE_aB5sd1hNXw,4.0
Misha,_PSBh1_5sjqd0eOJfCpbwA,4.0
Owen,fNc1WuGwiT7RhqXUIe4S8A,1.0
Margret,DG_XU9R3vi0DFHUCyyk5dA,4.0
Margret,o7AiTlyWUrBSzdz6oMHj5w,3.0
Cindy,41b2SLmjLcxTGLVRxASiDA,4.0
Bruce,Rx6PF3O6Q8pJz8dLMJZfKQ,4.0
Jocelyn,gErEiUuCzCKmRSqN7GjESQ,4.0
Norm,WKOFZrMbyMwkg7TW1mUBCg,4.0
Bill,I6ICIIZfZsp_J9hHmfhWhQ,2.0
Jennifer,E4JyAzB5_2quptwtemyhYA,3.0
Betty,o7AiTlyWUrBSzdz6oMHj5w,3.0
Rob,BSmqxPbQglQwP2R56OqOag,4.0
Jennifer,YauBkH-HEx148jC0pv4Hcg,3.0
Tiffany,tCSlpwJQ4CZsUEMZeH2SFg,3.0
Rob,W7UxnVfXdUFm5OlJz0KBhw,1.0
Messer,xFUZ9dI-h0NHjjJv8P1uFw,4.0
Emily,Cn-3QY2-FHPL73VbZTfGag,3.0
J,JtqR1wd20z0E7W9Ix76uWg,3.0
Chris,QpXBPotu6i__51lFk-5yMA,3.0
Norm,5zDP3Y2hdh6GJL9DVbQ2KA,3.0
Bruce,OE_IDW5w_W97sBcZvq2Img,4.0
Jonah,5EIuCcoHY2evAhFMBV6G6g,3.0
Jonah,Az_60nNuh1FH8Ds8oasZjw,5.0
Chris,zlFyjtCp4AQ1cPx59qeFQQ,4.0
Kenneth,wNi62bHU6RerwHwVDqF3aA,4.0
Rob,A5Rkh7UymKm0_Rxm9K2PJw,5.0
Jennifer,PwAcm8buozeXyQaeUiSzGA,4.0
Jen,DY13-kVCxKbocRc65c6fww,3.0
Lorrie,pyqnGlIfP9Zw8LLxBjyAiA,3.0
Owen,yiU-3I-amn5_ACEzuWHglw,4.0
Michael,cX2Nr_XmGYlMaBW35M0sUg,2.0
Jason,VR8QvH2g-jEG5EfMzA_G9w,4.0
Jennifer,5zjYmX8Cj5wHWGwag7H2hg,3.0
Chad,77W1bMIEvBOFvE8Hx3k3pA,3.0
Owen,SW0NcZwZsbSpsk0ZPgJKmQ,3.0
Margret,SOKM_5e4sfNJaSbvFf_sHw,4.0
Vincent,yKw8QhmHWzVjg1tU4anbeA,2.0
Chris,o7AiTlyWUrBSzdz6oMHj5w,5.0
Misha,sJpl9ufYT87UWhtW-5UkmQ,2.0
Jennifer,b5epWgPoVcXoMJdCCzFMUw,4.0
Jennifer,4QXz7NU6Knxa3pNOQd7_dg,4.0
Jennifer,Y3nnWbotYR0hyQPMjXcyvQ,2.0
Norm,bpRo8L8dkhgbJhdIKa9mwA,4.0
Messer,nMo0ozHO7cqsPaxw_7N6ow,5.0
Jennifer,c37cZL9gCjflmYX-rSgUYw,4.0
Kymberli,qjnJFZtsY_nfRzoL3J_UWQ,1.0
Samantha,csp7yhSDFkjdEKKGG7n6NA,4.0
Margret,p6FWwiJCg-nEf0sRfnaToA,4.0
Danan,SGpCV9O5teB-we8XNNlGHQ,4.0
Rick,0WoQQlMXVIDEgI0xNdENKA,2.0
Lorrie,XZbuPXdyA0ZtTu3AzqtQhg,4.0
Randy,WtnboaXtyJQbeEdfjeyecQ,5.0
Jennifer,1wiv2BvvauMj8hS16UuEYw,4.0
Chad,DBvqfZYULrMYamnvC8c_Cg,3.0
Norm,2iTsRqUsPGRH1li1WVRvKQ,5.0
Karen,dSEpkUP_RuR5gG_LhJ_INA,4.0
Mike,ZGOm1cjop63Fk0R41Z-PCw,4.0
Bruce,I-NZbKajyig5pmPR6MLyIg,4.0
Bruce,42DvUONuqa1mC1YbnZ0o0w,3.0
Karen,VcDKXH8PsnrccsotD60e9g,4.0
Bruce,3bYHVaEMAS35PAinUdnDdw,2.0
Samantha,KGYHQyb83WDg5YsPtPZkwg,5.0
Kymberli,XZbuPXdyA0ZtTu3AzqtQhg,4.0
Karen,VO8ZLZ4NPvwcvdCAp89e0w,4.0
Neal,sACSJpBOQ4zPtjsv9trf4Q,5.0
Messer,GiN0YC3iDz-pownt0B_RQA,3.0
Emily,0WoQQlMXVIDEgI0xNdENKA,3.0
Lorrie,P7pxQFqr7yBKMMI2J51udw,4.0
Annette,Oori55Tu6HYPXuCsS5Emww,5.0
Fox,p7B1NUnA_6QhCIaowi-1mA,4.0
Jason,E9Gnux898nomZK0fYErQVw,3.0
Chad,6GshXASXubgAOFtR37rPyw,2.0
Juan,LvQT_Uap6t0p2ePpDaCZsQ,3.0
Misha,RAh9WCQAuocM7hYM5_6tnw,3.0
Stefany,tpAIHSaXCIVOfgWyrXVeUQ,4.0
Michael,w-g5Wxqt7iYPS6ixx_dZRw,5.0
Chad,uNdSh3tpvbkxWj-xLoEzvQ,4.0
Yuko,YyvpjiXO_lQuZxn6wqoPJw,4.0
Kevin,gOmKyNeAr85PZIgux3ZVdQ,5.0
Jess,P7pxQFqr7yBKMMI2J51udw,3.0
Samantha,d8WZtx4dZUvT9Sg9NXGb3Q,5.0
J,ogpiys3gnfZNZBTEJw5-1Q,4.0
Vincent,1ktw2saTrIr_YJSxQjhnpg,3.0
Norm,Ku3ATIQunBSCP6_j6yOKFA,3.0
Cynthia,Cr4ipI-tr-R8Q0NilkWNkA,5.0
Chad,dPRw4jc1gjO0mg3IGXfF_A,3.0
Jennifer,pTZ4u-sEQr-yHq2Cl4EMEw,3.0
Michael,7nRlDLrob6oK5zmGo4Vpbg,4.0
Alison,LNGBEEelQx4zbfWnlc66cw,4.0
Jess,c23Boyj3dCUV-Dg9_O8Aig,4.0
Vincent,C6cZf419zes2W1S7MfRV6A,5.0
Anthony,-HeqTxBMPTi3A7QuU5PvgQ,3.0
Karen,8rlTOw0IA1TENURMBJpaXw,4.0
Karen,0ccI-aZfoqD4PteESpfShg,4.0
Matthew,-HeqTxBMPTi3A7QuU5PvgQ,5.0
Chad,RAh9WCQAuocM7hYM5_6tnw,4.0
Chad,NBy3LuucJBPpo49vC2Aq_g,3.0
Bruce,JsUytp_MuZ4AX5JWfi2eLw,5.0
Michael,2iTsRqUsPGRH1li1WVRvKQ,5.0
Karen,AZQKMMvX9m1-uTdLPMzK3g,4.0
Min,fxuzeYkPaBPVMWqANwA1WA,3.0
Jennifer,5KL1oii9wm4PGDo5TEMHuA,4.0
Bruce,PdfyzKoGrCoFFhPlnOpqfw,4.0
Norm,RNi6tW22UMgHwWLAb0mYdA,4.0
Vince,oj5k-I0YSbuc5tDInt2isQ,5.0
Norm,Ey1iEY8yAQG5MEBZPQ_niQ,2.0
Bruce,Cn6GXSkcyrCOxQYIK73gDw,5.0
Karen,bCh7vrbbxSKx0mtZnOvQoQ,4.0
Messer,ChwJAokUc5B6N_ylr-hMig,4.0
Samantha,SLJX2dksO_BeNMQUe3Nr8Q,5.0
Emily,0zeQRzpO06evIZfcR_aZ5w,4.0
Stefany,38-sjGYYVcQEKrZe5Nu47A,4.0
Kevin,U8VBmn3BpDx9udmALk2TBg,4.0
Maria,FaHADZARwnY4yvlvpnsfGA,2.0
Owen,gQ9uG8Fo_30mM40QAzaf6g,4.0
Brad,BEOuTVv5vjbHMrMMXI5pig,5.0
Gabi,cSVmQusncacVHsCHObA1Gg,4.0
Nic,FaHADZARwnY4yvlvpnsfGA,2.0
Chad,E4k6ip3lCziLKZRszNQPAg,4.0
Stefany,LUghYZ3T-YxSX-bDQxzFmA,3.0
Cindy,4KmrrhtfnngTVFa2d5LAjg,2.0
Angela,XZbuPXdyA0ZtTu3AzqtQhg,4.0
Samantha,Ur6qSirXUZQgRMumvXJvrA,4.0
Gabi,0d6kx6Jlocw77y1J9nbqMA,4.0
Jennifer,iozBzb5Zliif5rJ9jDQ8yg,4.0
Jennifer,7yIHC8KsR5OaE_7MgEBVhw,4.0
Stefany,CVRTly4ag_q5ua0R3iqrVw,3.0
Norm,slx9qstc2U2Tc4s7dzbbBg,4.0
Michael,YXohNvMTCmGhFMSQsDZq1g,4.0
Jennifer,u6biYZCSOwyQ-WmXqQbbQA,4.0
Nicole,1FlIbmN4aNJuXsGK0shnfQ,4.0
Jennifer,VRTQMh7wVgmzg96YttL3mQ,3.0
Shannon,WUq8HJHIZU4uteB154XN7w,3.0
Anthony,XZbuPXdyA0ZtTu3AzqtQhg,4.0
Rob,Cr4ipI-tr-R8Q0NilkWNkA,4.0
Mike,KRaxPApQv43oX6Dcv3jKQA,3.0
Dave,7yIHC8KsR5OaE_7MgEBVhw,5.0
Jen,4IBXNxLsEcfUIx6LUM2Aqw,4.0
Jennifer,qNFHmH-qo7Ia2vv0IK72ug,3.0
Neal,FaHADZARwnY4yvlvpnsfGA,4.0
Jennifer,RIkiTtRMZASo7DmKd1vd5g,4.0
Bruce,Jku955RlL-g6GWhPSDqxBg,3.0
Min,PpeDKzHpAn3wQIyPclpaTQ,3.0
Rachel,VHbT6RRMXMgFOOC3p2UtSg,4.0
Jen,G87KAQTAikwh8sQA2BW3fA,3.0
Shiho,FaHADZARwnY4yvlvpnsfGA,4.0
Norm,anQSLdujUOp0sTCmIBi2Tg,5.0
Jess,makqSKZaz1aUipoWBW0BsA,4.0
Fancypants,JpgVl3d20CMRNjf1DVnzGA,2.0
Shila,FaHADZARwnY4yvlvpnsfGA,1.0
Chris,68-EAQsRYuXYDzovGAOfFQ,4.0
Owen,8daYfiveM0sOGT3v3zgihA,4.0
Tiffany,v7MM9ut931b_0ZO9D0YUHg,5.0
Norm,m6f6sllVnzXnheGXqmgiJg,4.0
Gabi,3ZH8Wt4UqlNTMdRMmqtbMg,5.0
Jennifer,dulgBrNtDCGjYcbQa2E6uA,4.0
Stephy,vrG6yY24OQXFUpsSqMGQEQ,1.0
Stefany,oyPvqoQhsdkfUeHtdPD7BQ,4.0
J,o7AiTlyWUrBSzdz6oMHj5w,2.0
Bruce,FaHADZARwnY4yvlvpnsfGA,2.0
Jim,-hgx7AtC2UYbEvgdU0iF5A,3.0
Nicole,ME6D5nLlfG0xZCtICOYDuw,3.0
Jim,uCi2ropZuhG4XVcMDaurAw,4.0
Nicole,p2VzdhjSjLMO9198mPEVUA,4.0
Bruce,y-p9tYIFPv_dSF_wnj0JGA,3.0
Lisa,8Q6jl7OW8DZzwANggDspcw,4.0
Joe,_jsxUnZ8Iq8_kZNQcnzyrQ,4.0
Bill,Y-S2LhHefBdnX8VP5Bh_JA,3.0
David,ZOV06gr0Itg8Doo7rczQzA,4.0
Mike,2QvDZgOA4iTyyIki9uGm9Q,3.0
Jennifer,-yQHIYKXH3HAdhh1W52OMQ,3.0
Margret,4ou7QOA5kpgkxNfN4JJ62g,5.0
Alf,x46u63G9vWaUv51ZJv5vyw,3.0
PatrickJ,lweobd-AOEP1lYNTfhuHhQ,3.0
Brett,KS_d3F_eIA6iTo6Wtj2O_w,5.0
Anita,TCWMgOiV0PxQkWE1SyBIWQ,5.0
Samantha,9gBNswG-l0X9DBlYsHPWPQ,5.0
Stefanie,WUq8HJHIZU4uteB154XN7w,3.0
Bill,4iSVTQlIoOvWB_SSViBJ-Q,3.0
Arnel,QvC9BTeewBxMgdUadFglKw,5.0
Joseph,2v3uI97JPebCDaTNy8jdwg,3.0
Jennifer,Ro-_PAzq-Rdxl5JhM3WmoA,4.0
Ziyan,NvKNe9DnQavC9GstglcBJQ,4.0
Rob,makqSKZaz1aUipoWBW0BsA,3.0
Margret,ncWv2xBYdZ-zJ9fztc1Y3Q,4.0
Derek,nQjuBVbcRFyX3trnuf_8CQ,3.0
Jennifer,VO8ZLZ4NPvwcvdCAp89e0w,3.0
Messer,dPcrrINXaDFtfQD43-hVig,5.0
Emily,JfnV0ffC2LXy0xMLeYAePw,3.0
Karen,HwEIpbxHt9_y8GeBCsuBkQ,3.0
Gabi,48FexP3dPCIKi144-kYHGQ,4.0
Shila,y3zcQ1nV9H_nk3lEGD_f0A,1.0
Dave,5hVqzufhpkK8_ShufCcJaQ,4.0
Brad,hfMeSEwGJBFfgTSHDssl3g,2.0
Neal,iRwT2pBa87Y54q8nqfNAzw,5.0
Tiffany,GtHu9uGXpn7Jg_Z7vFKZKw,4.0
Stefany,vtBtIV_23V95SwIDvj_OyA,4.0
Laura,Az_60nNuh1FH8Ds8oasZjw,4.0
Brad,oamNMwd8kKOmrTu3C6qOeg,3.0
Samantha,bK_eTLw_uEuEyMzdZlKN6A,2.0
Brad,E87O1z46cEPyfdrvfOMMjw,1.0
Jim,g_6gQKZxj9HHbTa1OaUtnQ,4.0
Jen,ex-KFCUOxa9mWkbbVvuGQw,3.0
Margret,elqbBhBfElMNSrjFqW3now,4.0
Min,FaHADZARwnY4yvlvpnsfGA,3.0
Jennifer,9Z2k1hsQgM7bjWtJgD1lbA,2.0
Steve,eugCeDZbUZRoLAlcRFKVNw,4.0
Jen,ivtLwRZfMq9Hagk8nW-xzQ,5.0
Michael,AkpuhGyLAxhD_sLMQv3kOg,5.0
Anthony,FaHADZARwnY4yvlvpnsfGA,2.0
Esther,RypJ1Rhq7Y8GFdP5UFbzUg,5.0
Jennifer,k-6pef2sjWEyyBqgTAQcRA,3.0
Steve,QJR4qBUHegWEozSQrGmBPw,5.0
Rob,1vbCbxLvaHM0UlZ_88o18A,5.0
Uncle Fishbits Aeneas,FaHADZARwnY4yvlvpnsfGA,2.0
Arnel,I6ICIIZfZsp_J9hHmfhWhQ,5.0
Rob,pYUoaak6lIHX_8clvk5Raw,2.0
Rob,cYxcRwX9TY2FWKaRYyrqcQ,4.0
Brad,Z5eukYH32_nFljOTC2DJ0g,4.0
Jennifer,8AWnAA7aUk8OO5oLz8yvQQ,4.0
Jennifer,rGCDSZczGBSdLN9wiz0iXw,2.0
Denise,ZOV06gr0Itg8Doo7rczQzA,4.0
Fox,Iam7tYWhssw_rscSBkeRIQ,5.0
Jennifer,ggtfLZqMigUx5Nn7jTc2hQ,3.0
Chris,5ZNlqpKL6jxCn_7CLg_hvg,4.0
Stefany,eR7Iw_X54m3YLWkXp9y35Q,3.0
Messer,OCusT983CS9195nTh8FPCQ,5.0
Jennifer,4FEb2SzmU_l7SCQAbvW5Hg,4.0
Tiffany,Y84fM25GsIWfS7E0dMIKDQ,5.0
Karen,lXZvgVmIz-ko1OiCG-VDTw,4.0
Samantha,41b2SLmjLcxTGLVRxASiDA,4.0
Jennifer,H6JDm2bkdGmWVEm5K9N2pw,3.0
Charley,0ahghcpWQVkm4lEFwx-peA,5.0
Cynthia,FaHADZARwnY4yvlvpnsfGA,3.0
Jennifer,VsNL5l5hNLMdm4LUIH0KoQ,5.0
Ticha,wkChwNgC7YSc8KZgXiGT0Q,4.0
Bruce,XRrcBOUE0DFmuHZgwkvjgQ,5.0
Dave,BCAw9a_kyx2RddRH9tMmKQ,4.0
Cat,A5Rkh7UymKm0_Rxm9K2PJw,3.0
Sal,cJWbbvGmyhFiBpG_5hf5LA,4.0
Ry,LwQB9H3jZ9wTk24Lr-AnZQ,4.0
Vicky,8Dip-OHPWP5UDJ27Ze-T9Q,5.0
Jason,W7gGZgcgzv-LFvk-s5csXg,4.0
Norm,0zoXYHq82haayMaV952jEQ,4.0
Gourmet,3h5jLa-kbHg0cL7v9En0Lg,1.0
Brad,UQiUVCtG-rJxoriuEv1RRQ,1.0
Jeff,P7pxQFqr7yBKMMI2J51udw,4.0
Joe,P7pxQFqr7yBKMMI2J51udw,4.0
Jennifer,BJLhJdmhUxV95BHAxZluzA,3.0
Jennifer,1nQMj-F3Oz3IeP9h10CNIA,4.0
Cat,FaHADZARwnY4yvlvpnsfGA,4.0
Candice,WDoZyq_P1_R_9wepURjTWg,5.0
Jennifer,PbTh7aX0_yyaXFOXAlhI4A,3.0
Stefany,XZbuPXdyA0ZtTu3AzqtQhg,4.0
Rob,XZbuPXdyA0ZtTu3AzqtQhg,3.0
Stephy,brJjQbQl6adIgQRmrH-Blg,5.0
Jen,9WMBTUjzDFZf2KcBqNc2xw,2.0
Jennifer,xGHm4DZdVjo-fLO0EkRXvQ,3.0
Michael,TXCARn0fvOFoydARXEeaJg,3.0
Jason,YVYHX7RCPjCBqEth2CS91Q,3.0
Madelyn,OCxl56kc8QcxxA-uLxNfIw,4.0
Owen,edwr7qtWejiUmA_Or1oHwg,5.0
Jennifer,d9wSnfW2kaJR-_auyK9G4A,5.0
Jennifer,tOhzbIoz_UHhzuXiGOEYgQ,4.0
Manda Bear,JTFFtWy_chbsHTs95yD_2Q,3.0
Brad,LjTK9yifZBHgj2HZn8Znww,4.0
Izzat,1FnAyxRXhadIZiI1hiM65w,4.0
Gabi,7yIHC8KsR5OaE_7MgEBVhw,4.0
Alice,QpXBPotu6i__51lFk-5yMA,5.0
Nick,RNi6tW22UMgHwWLAb0mYdA,5.0
Michael,PQER4ba8Q0zqB1G2QiXamQ,3.0
Maile,WUq8HJHIZU4uteB154XN7w,4.0
Jason,ynKAUSYi3c8M-rkVJI1PcQ,2.0
Emily,oN_A87dyVD2FBk7coLnhCg,4.0
Jennifer,C6vH0qzmcerMkiJy3VO9qA,4.0
MaryLou,U2W3kugm4UV0zsDPsSqQmQ,2.0
Phil,RypJ1Rhq7Y8GFdP5UFbzUg,5.0
Bruce,zUtOk0lRR5z4wt8NS0sToA,4.0
Rob,BCAw9a_kyx2RddRH9tMmKQ,4.0
Miriam,BCAw9a_kyx2RddRH9tMmKQ,4.0
Jennifer,DMyoxEaTGTakZxWgh1D5bw,3.0
Stefan,yiU-3I-amn5_ACEzuWHglw,4.0
