business_id,name,review_count 
WpswWSp1zHdxrZC4TftFJg,Steak 'n Hoagie Shop,23
23VXMGHyYl7piQSPMoGOyg,Lansdowne Subway Station,6
76V_WiVIz7sT99EIl0N5qg,Bob Baskin Park,12
nrQK2DUx7NZVhvM3_rh5lw,Fruit Jungle Bubble Tea,15
HexCnP_tQFgXH6QD9UlJWw,WinCo Foods,178
mLeAFPQ9fy5pYCTp0xjJkQ,Razzoo's Cajun Cafe,404
9EFl_EUSaW3Qiq-8Hlc92g,Albany Pizza,50
52MEdA3va2YCSEm5FyRj-A,Passions,3
IGvUvTqVDTpwlPmW7H_SNA,Rocky's Burger Bus,14
0Q5hLTlQr1HfyfLZc9Ozsw,Romano's Macaroni Grill,106
ilcmPcP2c4wmcYNn3yStlw,Big Bang Toy's & Collectibles,10
UAsVGx0c9je5dcBdBDdSNA,Earp's,3
q91nljuSDFl0IYReyF_A3w,LOV McGill,170
XeUm1QS078kgjwONhul0ng,Pino's Pizza Al Centro,219
pd3uep0D-vKWHsLLlCu6qQ,Stage Door,279
dPRw4jc1gjO0mg3IGXfF_A,Aggie's Ice Cream & Grill,13
suNje5SNVfWymXrlr0LSAA,Deseret Industries,38
6bgjcFOy4WHMyw62_1V9Pw,Panera Bread,220
DL4ZojAXjn72fDsjB4ba1w,FedEx Office Print & Ship Center,18
5BKP0DY4K79h9sd7THpeBw,LAMP Pizzeria,261
2TrGlgGaVhBzrrLDiO0-lw,Calypso's Taverna,52
AZQKMMvX9m1-uTdLPMzK3g,Spokes On Southern,304
Cn6GXSkcyrCOxQYIK73gDw,Bagel Boat,81
8WKA2k3_tWMT1W1jYMOyqA,Costco,102
FGaaHr_krwaPGlD0mHPe4Q,Matta's Grill and Cantina,172
t-ly88_ekX43VWn-aYIQgQ,Ross Dress for Less,17
8Kj8djbAZHEDImwjlmvOJQ,Lucky Lou's Tavern,50
0pMsVlUu_MbFqmvbA8F79Q,Cheba Hut Toasted Subs,392
qExqtAd7VED-pH13CCwHdQ,The Lens Factory,14
82XiVba4oiPXvLKelbW6FQ,Bourbon & Bones,311
Q1dRbSP425_w1B7KGqj5sw,Pizza Hut,14
OK_djnmJWmK4G3NMAjGGjg,Boreal Gelato Café,48
_R7cfWpcO11KFn5-JTgZSQ,La Pomponnee,26
oWD385Ues-RWJmhP_Riz1g,Griddlecakes,455
rT_FbX-HLigcRiSzHCrRfA,Atlantic Farmers Market,16
ApxgwQQCDd7DhU0du0ibWw,Helvetica Juice Bar & Cafe,51
9Z03sjpsyM4aiSSk_yiwNA,Hard Rock Cafe,3
hiuzeFKffis1E6RJUf7jCg,Bistro Rouge,25
IvbVnHO2Y5w4b61rJ5xHaQ,Starbucks,38
86aR_29eQukTnsDxt5kvmw,Inferno - The Fire Spectacular!,54
ssksLNNDZZfh_ydI78kDfg,J & J Szechuan Cuisine川味坊,78
y7TV2trR4B9sbgXtyrqv8Q,Lucky Penny,165
BekNb1VGSIUvibnfTZ4A0A,Subway,6
SzxOy1hNMGeZPnhzbhMSog,Press Wine / Food,35
PAJlmByrU8zAB3WsXxA30Q,Legend Chinese Restaurant,104
N8D-5-fW7EkBdKjNYGhu0A,La Cave Wine and Food Hideaway,592
M6OrLY_EH76HiotWJnLHeg,bevello,7
wGsdrpbfR-zq2hr1mGbjrg,Hobby Lobby,27
Ih5ZJpVIrX4emwzYiJ_TqQ,Energy Cafe,25
OwZM33ZI8LZVknaLICWIhw,ZK Grill,211
GZdfqTwCo_VsBYZa4tvE7w,Toronto Coffee Company,21
IdVoDto0eqtzzH5B4bpvsA,Little House HK cafe,52
km4B50FnxFX22hrtZRtiUg,Wasted Grain,3
oMtdUzMdo5W5qrldiOGROg,Sushi Brokers,477
7AutxejD3IdPks2vSu-eaA,Salts of the Earth,10
siUaE9v8CbYYVHgbkYUEJA,Rapid Rent Outlaw Sports,6
FyTX0kl3D2VJ1jp1HRXALg,Mercato Italian Gourmet,102
bupMXFUaZfranBLdaVcRww,Ginko,252
I6ICIIZfZsp_J9hHmfhWhQ,Las Vegas Strip,246
u0zrxyaf0Y0zoN_P5Fpz0g,Alixandra Collections,13
CHnZ1X8bYoXZp4cbd_po-A,Shemoni Jewelry,8
tOPqk68NwU7I_YcTM11eaA,J Red & Co,139
9S1zH0IzyETk3qQej_aofw,Burger King,6
D2nfOrnJ2OBlX_428sKyMg,Noodles & Company,84
Q3BUdZTMw8KRd-3QYtTyAg,Jetsun's Juicy Burger,25
2aWV8Rx4TwtB0x2pfIPNxA,Restaurant Houston Steaks et Cotes Levees,86
GyGPQwR3HU4-ljwitf5ibA,Cafe Sympatico,16
HPLB1Tr8ZB5UkD-2umKPdA,Fat Choy,638
FI-8LPGkc8D_hwx0l0zyyg,Blanco Tacos + Tequila,828
dZFqKt2Jjw5W3FzE4R8eVw,Posaré Salon,38
I1pLg_ZjLMcie3g58I_GZA,Metro Square Cafe Restaurant,85
6y-z_jGX7PCUubMPFDbxVA,Lime Leaf,16
nCAqeub9ERwzSoQwGzr1QQ,AMC Westgate 20,164
Pg08gKwJApGWoHtnq3aWqw,Fatburger,21
eDtxNY64sFYGjeFPJYlZ6w,Chiu Chow Boy,32
uYDScUhTHjtnnxmzy4fgPQ,Jack in the Box,27
tyLa_PMed0YgAhm5C3pWRQ,Felix & Norton,5
zkSV_Svbzjk1QYNH0CpcOA,Miu Miu,10
DBvqfZYULrMYamnvC8c_Cg,San Remo Restaurant,10
qGL7Z0yVXET7GTq-mNyQmQ,The Sushi Bar,37
o7AiTlyWUrBSzdz6oMHj5w,Excalibur Hotel,2889
hgc-YJELr_899ExB92z6jw,LongHorn Steakhouse,174
zW3HJGLcBkN10t6lQrtfUA,Desert Spring United Methodist Church,3
1N9tF98QQWR3zl6p7IApiw,Avery Moving & Storage,6
BpEQWphBcr9obJxVHo1LJw,Arizona Art Supply,7
ldBC1zTkvZjaktAiN0RA2g,Walgreens,6
OPxWcHK96_cbmiF7legDnA,McCormick & Schmick's Seafood & Steaks,238
3h5jLa-kbHg0cL7v9En0Lg,Firelight Buffet,208
Aj2pUJqhxM9p6icoVQLuMg,AutoZone,17
QlSM6PQgHp7AtnEKRnDWRQ,Bottega Veneta,8
otsjAjxf0PNQ99xcmuj_LA,Sushi Making For the Soul,3
yI1nnVCfa8s7ukuqo7Rc3g,Stardust Newmarket Drive-In Theatre,19
HakulcKdPE-RaWCVF1GUKQ,Aberdeen Delicatessen,31
LbuG9NOlldEfMkCi9BiVAg,Wide Alley Kitchen,6
gkuLY-Z0hWag3zLUtcTBjA,Giant Eagle,43
f_E7mOwfpujpndlnX8-O8A,ZK Grill,71
XdY36-Qh_DxnCaFpTPfYMg,Tori's Bakeshop,120
2CuuhX79Rtto5bxEk3_oDQ,Jeni's Splendid Ice Creams,198
olWjdYkvZtLF4utCZn_GiQ,Weston Bakeries Limited Ontario,8
pk3C3zEvBWl8Pfby1HjvUw,Great American Foodie Fest,86
jOJaJatp88cqnkVo8D8RJg,Sakana Sushi & Grill,473
i-NdezhBkAP2zoZGwwariw,Wow Sushi,93
RqwuaHAybTqbkmGe1RZLXQ,Embassy Suites by Hilton Cleveland Beachwood,54
GWNmYFQw3WitfTPt5uGMvQ,Beijing Chinese Cuisine,111
-9Ir5OiFiOszIgeFgalXcw,Starbucks,43
Ko-c15eutBBh3xhQ_NiauA,Golden Nugget Pool,129
2iTsRqUsPGRH1li1WVRvKQ,Carson Kitchen,2024
T8iUsZ3nUXC94VEaL-_f2g,Terrible Herbst,16
A2WqQ6J9a4iC15q53p3_CA,Duke's Cycle,40
N6VRRM1XZ6c92WBhWWu1XQ,Fairfield Inn & Suites Cleveland Avon,35
1M6tA3TqxcpptHW0_hP9Kw,Brillobox,157
K5XjxDyq3ZIjUhbtLaW4ZQ,Polished Nails & Spa,577
qQjrsGBmpJ56HylhLyP3pA,Buffalo Wild Wings,47
klAmm0n7Kh-yHRzHwXI45g,Wonderland Bakery,133
6-6s-ZBtAt-c64EQ8il0Zw,Let Them Eat Cake,92
Lye4FLdM73Uzw4MVDebN4Q,Baskin-Robbins,5
tIE_8gjZ5aR-JW-qEGbdJQ,Patisserie La Legende,34
0CElIQnJdQYF2bmsAiWczg,Luci's at the Orchard,323
qWi9dNGo9D9I4F9RANc-6g,El Carnicero,297
jcw_vtqfZSTLP15DJmvfIA,Melrose Kitchen,186
ms4nFq8B56RHkFViRaAiWQ,Das Schnitzel Haus,189
_H8ZSUM5OrM5aDHrfNIXyA,Legacy Village Shopping Center,41
LhIpo0MrEqgDj5Ba_G9BcQ,Uptown Bar And Kitchen,7
qIkmN7hMaUmqHdH7yLgRzg,7-Eleven,5
j4C0NelU_RzYMz0jXS-lMg,Pizzaiolo,28
cPOAwA2qP0ihB6R783Kf_Q,AllStar Wings & Ribs,126
dk1MV0MP32Xq-iBxzewl0A,Tropical Smoothie Cafe,255
Axw7dH_vFdUwlLEEkW_x2Q,Paulette's Original Doughnuts,51
6LeomvFhWrLRLhAAOGl_5w,BMW Cleveland Service,5
OqZzq_kzxFYfR-8aILtZ3w,Harbor Freight Tools,11
3oMcNguqRNMxsb_j0Vdqsw,Starbucks,21
ratGSpfB8o9aYbwN-Bof1g,DAVIDsTEA,25
8H2Mt1e1iF_FkFQBriGXog,Coppeneur Chocolatier,12
LH9fnJ1BUhL8c-dUZnk0yg,Airpark Consignment,30
9urG14qwHtGRpQQUYY2y9A,Original Pancake House,156
OehNuNc1xSJrgo4vZa9ZtA,Nevada Pic A Part,28
phfzBXgAhlv3it2-hp0COQ,Publix,21
KYmP4SZwzuVKrtGNPo2mHw,3monkeys Print & Design,23
-Q4yXx53W2ac4e686uhFTQ,Cave Creek Recreation Area,6
0XRJp2rZmBLM9sxkXzBGnQ,Neiman Marcus,101
ZFyJ83LJkkO1dP82kzXKNg,Raising Cane's,419
Ae5S7cr7TlRUMLOa6E6f0A,Los Compadres Mexican Food,170
nYyqmMUmLPoZbPfHw9Tmjw,Papyrus,4
SW0NcZwZsbSpsk0ZPgJKmQ,Nana,175
vE6xTmNIgpPKvojHbSR5ow,Lush,69
JfJLTEp_yv5lxFzNt6JalA,Bosa Donuts,65
EjqdQTB9ZbWOyEwD9cPutA,Hawaiian Marketplace,41
gCFXMS_b_84gEhdZVEFIUw,Preloved,14
g36r56glkQmufbXAbw-77A,Sport Chalet,14
KOQw4e1rwCY5e0RnmB5rgQ,The Grapevine Restaurant & Karaoke Bar,272
GwpoCSmwfJYo7fyBq_mDZQ,Mango Shiva,119
KVGdRDCXOPbcDH_3HC1jfA,Grand Chinese Cuisine,28
cVlW0omVTRaVJqnT-OBBsQ,Piola,70
4Azs1HUqi0Nk6s6xB_9jsQ,Shizen Japanese Restaurant,102
UvXoEGA3I-60r980E-fa_w,941 Saloon,23
WKcVegcUjAld1S737a_QHw,Sorry Coffee,100
JroGFi35zSGcrp5O6OKl9A,Toronto Public Library - Mount Pleasant,3
CqsJjzullOVp29m0l__k5Q,Thai Long-An,160
QpXBPotu6i__51lFk-5yMA,The Big Apple Coaster and Arcade,351
p2VzdhjSjLMO9198mPEVUA,Priority Honda Huntersville,76
hiYHhS77GOwPEpMKS6uevw,Spencer's,9
Tl7g7mnbbWjg3AXAsA0wFQ,Sir Winston Churchill Park,9
8Dip-OHPWP5UDJ27Ze-T9Q,LeSportsac Outlet,24
IszpsLCnHFBkR_J4YJGczA,Union Summer,17
yR0Luqz_CEw7sPUbOXDUZw,Barnes & Noble,76
KaweYMItlrWgoIZCOgQU9Q,The Westin Cleveland Downtown,118
roIWgbw8YEtfFM3EVU_9Gw,Superstars On Stage,10
Y5t8zoKVBacQbWcUewXx2A,ColdPress Express,7
Xm0BdTIRqtTIgacx_JjICA,Hoopples,50
brJjQbQl6adIgQRmrH-Blg,Retro Redux,17
irSvmxLDfcF8u_3GL7JqQQ,Mario's BBQ,7
TuA6RNMVHAlqyOKDrgaKPw,Commander's Palace,21
K4rLi2Mqz931v07nMSih5w,Chipotle Mexican Grill,20
oIyyJje6VCc_VDK5JMRtrA,The Canyon Suites at The Phoenician,36
Xy8R4AnLP3LxwFIYoPfhJg,PT's Ranch,58
pNaEm3X3DbakMgZUA2bGfQ,Planet Bowl,13
JW0563rcbzqvCVIoXOagQQ,Sunset Gardens,144
ME6D5nLlfG0xZCtICOYDuw,Georges Brasserie,346
gywVAB1bpriEsGIMT3wk4g,Victoria's Secret,22
cWfqbkMit27-Pg_bPUTwCg,Roadrunner Saloon,95
ufwkkMd9yr9cFU1R5ONArg,Huevos Gourmet,163
3bYHVaEMAS35PAinUdnDdw,Sbarro,58
5mNH-LHqK34tcOsU5IPi5g,Price Winners,3
PToT_0YpSXNxQ2PqIsrRdQ,Richmond Hill Off Leash Dog Area,11
irXzS_XS4EdlrfuraQ_5rQ,Hazelton Lanes,21
5L4XcFz1YKeurNGeMR-fsQ,Randy's Restaurant & Ice Cream,290
bJQsVvEdi810vdpQsq3IXQ,Chinese Village Oriental & Western,11
-7-uHFjQLH_uxPauYtd8iA,Prego Cucina Italiana,17
1vbCbxLvaHM0UlZ_88o18A,R&R Law Group,67
HGvNE87fvK5PwKMZBDkTbA,Fuego Bistro,684
zez-0tpVibCFqqLp5XY0Bw,The Owl of Minerva,48
nYSNN8v4up1rxIG_xKkl5Q,Chick-fil-A,41
h3T3cdooQ88xPCK3PfSBaQ,Subway,16
o978wbGfXvZgxbeQJCaq7A,The UPS Store,26
pr5VhK9vBbEIDN2_SIaVVw,Foodies Haven,12
yucY-9YkHLpP_Ew1NlKj0Q,Salvation Army Thrift Store,6
J2ku91BDtusOf0LxzoaIGg,Circle K,8
JtpC5nzzpEhtvQSR7yCPKw,Krav Food Truck,17
mOaUsE3ApwXijfOTF1H0zw,CVS Pharmacy,31
7JkPRXmtRmspIX_k3zMNvg,Teatro Pizzeria and Wine Bar,46
ugLqbAvBdRDc-gS4hpslXw,Yama Sushi,1912
H4qflih7QOtHYWDJ_GgFWg,Brides By Demetrios,56
ygaOvp0PLBYaYeN9cZAlGg,Viet Noodle Bar,984
AdtaU4YPa5ejSsepQHfkQA,Walgreens,20
WQIvHDD4hNa8SDVxdQt56w,Lola Coffee,137
QsKhwKYB3YeWXqpIPd5QMg,Sonoma Cellar,145
lgWB0yGXpZvupYREWxtV7g,Pane Bianco,496
WUq8HJHIZU4uteB154XN7w,Marquee Nightclub & Dayclub,2248
6oGY1ZfA7-FKKk6murM-_Q,Walgreens,5
Z1BmI7c2yfF-CTHHlf4ILg,Flaming Kabob 2,4
m6f6sllVnzXnheGXqmgiJg,The Space,15
vUXvhYrFOOACMq9q7Ks3tQ,Vegas 808,34
enpKzY7zZqV_DGFBn-Saag,Rocket a Go-Go,83
IZNhxNgoIQL4tt0Ync8g4Q,HI-Scores Bar-Arcade,258
oGIgA7aw4LXiOojkEEickw,Off Broadway Shoes,6
a5iI_Lwuprw1Yk-ug6oK5Q,Connolly's On Fifth,89
iRwT2pBa87Y54q8nqfNAzw,Da Lat,446
wjsTM4Bzta6I37xq50odLA,A&W,3
rGCDSZczGBSdLN9wiz0iXw,Apropos,59
oz7PaA6zFtdi2nUxIYdlMg,Life Time Athletic,182
cvzQ5-wiub8xlDcqJaLxIw,Decanter Winery & Lounge,37
Q54L22dIBrnRjSBsjwbOoQ,Dufferin Mall,82
syoWROfPlDijEmpFUVyghA,Rocky Mountain Chocolate Factory,7
rwfZVEomWWGb-1wrvCpRuQ,Denny's,76
iB9By3dVS6BydSUiDHxLyw,Half Moon Sports Grill,312
qmKhpVcpY_yGeh2_D2LHeQ,Phoenix Sky Harbor International Airport - Terminal 3,21
7l34lZLJOrdBYK9dwjQC4Q,Denim and Diamonds,83
yXLUfT8rdz_XiPRxE8AU-g,Cook Out,67
oHrhz4_OBHIr5uPzER8DVA,Copperleaf,28
tSf-o4rtIZqb7S3jytzm5A,HNS Garage Doors,83
ZdSFgCsxEZ1nRuaE3Zu6bA,Future Bakery & Cafe,16
Kgu-Ny8xoYtiUQp0wa7vwQ,Moxie's Grill & Bar,52
x_1BhmQNn37BShhqlfNRmQ,Nordstrom SouthPark,56
wOVjrzugYVTpzmkNh4as0g,Sweet Frog Premium Frozen Yogurt,33
d6zooCvFxThM1SGye7JJfQ,Campus Deli,28
NMyMnvEVTzWBssOepGGR0A,Lush Fresh Handmade Cosmetics,167
pYUoaak6lIHX_8clvk5Raw,Kmart,56
vUYz-JgVTAtUGUbQuF7czw,Del Taco,44
RRtjC-KUE9vSbD09r6is2A,Salty Señorita,202
5AuwZcLcGIpe1yhSKgSwlw,Phu Thanh,45
LJt-NO2FhvQxTmBoaaLhTg,Three Angry Wives,240
yg4_5xhNEl-zlcPrEkfogA,Manila Sunrise Trading and Services,6
m4K-P2UEnUTBSv1ruwPO9g,Mesa Public Library - Dobson Branch,12
4lpvbMfXQw2rUz16N_KtsA,Enterprise Rent-A-Car,56
ZdaZwXC0FByDY3EwNELphw,Union,206
l5dPoUSvBhUcaXoi6hfKrA,The Ruby Room,25
55PiSE3iTpAYjd43JKXJSw,Boucherie Abu Elias,31
82mWTnfbGDE1jJ2NDMxfNw,Pita Jungle,275
qMZJ6nkkYPFmA2ZinuqcYQ,Arizona State Fair,58
nk7cnhTthMPN_cjFMILXcA,US Foods CHEF'STORE,34
ZiOWBZAgaiVJG-u7nX8IgQ,Arizona Food Tours- Scottsdale and Tempe Food Tours,136
qgB0b1SgA8TRC72bryxuhg,Zen Japanese Restaurant,103
Y84fM25GsIWfS7E0dMIKDQ,Cedar Street Tavern,68
9Vqup8iVSdNHBEhCO0ImRg,Aguila Golf Course,20
wNi62bHU6RerwHwVDqF3aA,SuperShuttle,301
-YfSTrUqnkITBBb9J6e86Q,Ken's Pharmacy,7
5-s0ESpKQeI50QIgcz8GGQ,Five Guys,115
LH94_1e1_Yfezu0PBrat3Q,Souper Salad,6
OyhCNhJJuJjUt2avxI5POg,Chocolate Bar,486
NLEe-RzDSU-5BN6xp_WWCw,M&M Soul Food Cafe,762
Qeie5-8-S_hLPk7_ujpajw,The Nauti Mermaid,231
ABf3wCh6pAawQ7YVP_YCxw,Liquor World,39
pibqnC53bRAwIbXL3HKT3g,Nina Mason Pulliam Rio Salado Audubon Center,10
mUeJYYxV0FbIFEHq2dtIhw,Fear Farm,108
KRaxPApQv43oX6Dcv3jKQA,Beach Café,208
NvKNe9DnQavC9GstglcBJQ,Grand Lux Cafe,2767
9r4KEv7WahExaMDIcbZmYg,ZenQ,113
33IS-0QBNwRC8cXnHABpbg,Bent,189
1wiv2BvvauMj8hS16UuEYw,ASU Gammage,214
KSHbL3GMhO3S4pPRgLVu4g,JCPenney,55
g1j0dy-5LTYZmNhnCvQ4tA,Saba's,9
dPFGRDC3Hsi1mDKxvKz_9Q,MercBar,218
S7QXZFLakoa-9eGMgycS-A,Jack in the Box,15
w3JBz9gLbZ0CKWQM07nONw,Bill Johnson's Big Apple Restaurants,95
UfSwz2LHiVu0K6CJJ6-2gg,Mia Bella Cafe,40
p4db4wsINzJmV3ZbCZZoVA,Spa At Four Seasons Hotel Las Vegas,35
SGpCV9O5teB-we8XNNlGHQ,Café Olimpico,223
Y1LB0uDuJQ1jP5usRdsZZg,Japanese Cuisine By Omae,61
zQp4fij2fBaZawyO_ymIEg,Villa Pizza,22
pFV2dafAgiZrPUNAAoMxMQ,Rouge River Brewing,13
EkYbGk9L5KdCfL3ocZ7ETQ,Vegas Discount Nutrition Superstore,246
KfaeDC-oPE6GTfBvdF9x7Q,Colectivo Coffee,159
cFoVNSXvCtqRXkQyEXfx-w,Sunnie Bakery,5
vKN960m6RIUd5WrggFDnYg,Golden Vision Optometry,13
6ThiBVRWO3alyc7WJ9TMmw,Tutto Panini & Pasta,6
p7B1NUnA_6QhCIaowi-1mA,Northeast YMCA,6
oMB1I8-P3TCVNdaEu91NXQ,El Cancun Mexican Restaurant,14
4m01zCoOsmtLqBwa1bRHvA,La Borincana Foods,8
B1D4X72Hgw4DxqTEQWp31Q,Wako Sushi + Sake Bar,56
qXB_3D3GPPizncXdV4qnuQ,Porter Airlines,10
kiz4xELBxC8tQtr4uBtM3A,Tom's Diner,67
12wrYXh9NWCvMpLmnc0tFw,Eliot's Bar,12
L0tpS1l-73cKoOu3Kk9-Gg,High Cotton Home Company,10
ODUKIwh0owflBiaBwzpQEQ,Tim Horton's,4
_7kVnn5_19ckuFPS9PCrpQ,Elevation Burger,85
BJLhJdmhUxV95BHAxZluzA,Sprinkles Cupcakes,693
T4OTL7ZGe-UTrpWl3KwZOA,Market Avenue Wine Bar,91
KFAJsmQ6GnHxyfmv16s9VA,Rustler's Rooste,972
SjgeuBlgKER9yegpoxT99w,Nomé Izakaya,512
6fd9EIo9TAFvJLkfC7_qYA,L'Avenue,102
nHjkXsNlS6d7D-6H_EGCKg,Dakota Deli,3
26qWU1er-B1ofp47_ZjD0w,Eve The Nightclub,91
vEX-H92z50_krgEUQzrYfQ,McDonald's,19
5-Yv6f6yGSHC4qcZ35M-7g,Pancer's Deli Emporium,19
QWSnp001OvTo1mvc3iZlVw,KC & Co.,15
tXqaK0lBEE1XJbzDPsdFvg,Farmer Boys,270
0JUwLV3LFie94J4_aFnORQ,The Palace Theatre,5
Rp7ABbhY8kUpgwrzJADnqw,Tim Horton's,11
B9HEaOiIBYduurc0AeCadg,PROJECT:FISH,94
JTcsBnLgSh5vNVLD734g4w,Supercoffee,42
xllOreUiuLwlPZ2ZG3Ig5w,Puck'N Wings,49
QjZFYd5hme7EHegpuJngMQ,D'Vine Wine Bar,44
sJ8B4Lq6AY-m5dzIbDNgyQ,McDonald's,63
3hMRNJysPXvujDUPiauLbA,Simply Yummy Bakery,4
aIyqvsWX2NPCVjW4EOTHFQ,Flatbreadz,56
LRPp4mqZ0DLq9Vx-E2MnxA,Chez Mein,13
qR62k9TVEVwRuQH6-4avHA,Loews Hotel Vogue,64
3lqdlZu-TQ4d0HaiQPw45g,Home Fabrics & Rugs,7
qpW9kiSOVQNRs0s97g9aWA,Loft 1523,17
E4k6ip3lCziLKZRszNQPAg,Hickory Grove Branch Library,3
XMCgQcAOdfk8EbIjROBfdg,Eleanor London Côte Saint-Luc Public Library,3
a8LHPudjHHWm-reCIVNGlw,Sweet Boutique,10
aet-eZ1la9rlfJlopyFX5Q,Mill Street Brew Pub,24
V1EdIokE0YYN__dNYfXRdA,Pokeman,195
YXohNvMTCmGhFMSQsDZq1g,Sprinkles Cupcakes and Ice Cream,855
ishu7tpQQmOMDv4xRvTpFw,BMV Books,140
Nwtytdgj099-QwCNhrkZfA,Heritage Park,48
TTFbaLpIwrjFx7YIL2pbJA,Kabab-Je Rotisserie & Grille,475
7_fSCfnTZce6ZzjpnpJ69g,40 Westt,54
wY4CE59lES6SHsaF1RYDBg,Kam Han Szechuan House North,18
YXyDCXPVpu8qlOFHPKrBNw,La Distributrice,25
1cLXGXThDYZ5WK_KpBLtkw,Koko Bakery,189
ib5l04sgv0vE4XjhD8ReKA,The UPS Store,4
AZ_iSVHQdBiCTnMolLTg3Q,China Buffet,10
FI-YTSX40jfxBpTYmlJIUQ,Once Upon a Child,20
EcsUxHW1keLUl5w-3ZEbAw,Dickey's Barbecue Pit,177
nMQJ57am8aEnz1jy9Hl_3g,Baja Fresh,63
lj2wj3ioPYZbU0j65DifOg,Super 7 Restaurant,3
aqMfCbFNeWn1a4Evds83fg,Ike's Love & Sandwiches,280
woP-omtF0PobX4JxXpZa7Q,Ronnie's Cafe,334
z2n5NPgKsb_fMnWq8bMLRw,Bakery Nakamura,65
ZBFfY_WLbp19sADTZ_LRMg,Mad Mexican,29
x3XmzWJUMEPLAvugNqIYQA,Paul & Sandy's Real Barbecue Co,78
piZ4JqJI5WTljJuQV7yZHQ,KINTON RAMEN,432
tCyy_FgRRArSvvNvqbSWEQ,Lina Home Furnishings,6
CRoyerVmrxMkwWW2TXor7w,European Wax Center,78
S6apFS5ghsQg69rcBvm2Qg,Capriotti's Sandwich Shop,98
u8z-JrofeeeYAym4A9a1xg,Las Vegas Ice Center,104
9B9VEYYj8oW5byOZeerwaQ,Second Cup,58
J5ebC7fKqrSF8KuS8d6hgw,Sierra Bonita Grill,393
ISdhY_4cB9FXo5TVVm0iAA,Jersey Mike's Subs,9
npK6oCcDGb7EZ9vV6NAOWA,Spin Cycle Coin Laundry,3
h1MxTLZ1b2FkU6ituL1yHA,Royal Taj,99
DmFO4PabO2CoCOStOBqkAg,Cadence Running Company,63
huRIahYEWMwstF-PbFA3hw,Golden Elephant,12
dfITlzqahc5PFXlZNi3alQ,Nova's Bakery,89
yN-RPaFZfUPtAVxoWtYuNg,Sausagefest Food Truck,50
WR18M4vP4g1jXfNsd9lYjQ,The Wigwam,277
OXXlNo095qa3ghyPPw4Tog,"Dr. James F. Ganem, MD",12
lF6-H8lCiWA4UzIPXm-sAQ,Eddy's Fruit Farm,21
h6dHXZqgwZgIyoUlI6ZLNg,Starbucks,26
fmx5gOsQ0Pf0b7olmd3qGQ,ServPro Carwash,4
kZnT3TNg0L5II0FzMMEPfA,Flurries Sheepskin - Scarborough Town Centre,4
qNFHmH-qo7Ia2vv0IK72ug,Tequila Bookworm,90
5K1MooOvs4A9VXnykGP3UA,Stock Restaurant Bar & Lounge,52
Q3UkgxNNInsPcUFhsQFcrg,Kum Hong BBQ Restaurant,72
AY0lTdlyrcIsAWDZpSNi0g,Paisley Monkey,8
MQhLsBaiV6CZ4CKEC_sEzw,Advanced Fertility Care,29
8RaBVWFkysjREG-1itH_pg,The Coffee Bean & Tea Leaf,95
Q_Iia5C2quTUVfE5_8jObw,The Royal Chinese Restaurant,72
r1e5Ot6_jGFyV2N_dn8JDQ,El Tricolor Bakery,25
heBxeibpHsPGJxZfdcD_HQ,Hahn's World of Surplus,54
mscy_zbXk6nYUSapVsw20A,Orangetheory Fitness McCormick Ranch,33
EGMY8LeJ0Owai16XGkZr0A,Everyday Gourmet,18
oj5k-I0YSbuc5tDInt2isQ,Trader Joe's,214
B6y9VoZTcjIsll4FXtCsPw,Sheetz,6
VKQhuFBxAMFOvcSG6RuCEA,Thompson Toronto,118
edwr7qtWejiUmA_Or1oHwg,Cool Beer Brewing,4
Jv-M0CM24Fu3XtrGKnzHiw,Murphy's Law Irish Bar & Grill,39
uz0r_epENiXslR80itQVmw,Bushmills Irish Pub,13
LvQT_Uap6t0p2ePpDaCZsQ,Papa John's Pizza,20
4V_EncSagOpI_0IuS7vURw,Long John Silver's,13
OcHZMxSYubLUg64aBU27sA,Nathan's Famous,11
ku9ak9cQnIGBCXBtRd61tQ,Spoke & Wheel - Phoenix,319
Kw40gKGB5S0sr397askdPQ,Staples,10
3T0Erqk1MKtN58764yZMfw,Gold & Silver Pawn Shop,799
JI-dPHQdzWk2ki9Od0VayA,Global Pet Foods,9
Z0GwYnzuKoJRCtjKAmOuPg,Glad Day Bookshop,13
DXy9PG__FYHEnHjp1PA01Q,Ice Cream & Co.,50
LnEaDZms5NfvZHLnvamgyA,The Piano Bar,183
521I-PdxTrIzbEuIJnVrtA,Little Tokyo Japanese Restaurant,3
lCcnNN6FsVGHQcuYiNmm4Q,Victoria's Secret,66
CR2DMfg3uP02PKT_fuygIw,Lefty's Pizza,146
DHUAQ4pzH9KKzGZDm1jZLg,Krispy Kreme,174
QrUkuIDFUsiASp2KKdhaEQ,CycleBar,16
cnfYugAYBFKgwDCTAVdViA,Pita Jungle,274
mR25wU5IXh715lPYOFdgaw,Schanks Sports Grill,27
8D0riP6OYLoQ_pPE7Q2MNQ,Symposium Cafe Restaurant & Lounge,77
aqbY6f-ZqJ7wnUSll3BxLA,Rome's Pizza,45
Qv0OEziLJwyAqcgtrTsA4w,Luke's Of Chicago,53
vOzcvJuj6_aKlqXQP-EBjA,Quesada Burritos & Tacos,12
NO_p-D8CCrRuXcQyYZBE5w,Alo Boba,3
